Agent_Code,Agent_Name
5009040,BB&T-OSWALD TRIPPE AND
5009041,BB&T-OSWALD TRIPPE AND
5009042,"OSWALD, TRIPPE & CO., INC."
5009043,BB&T-OSWALD TRIPPE AND
5009044,BB&T-OSWALD TRIPPE AND
5009045,"ROGERS, GUNTER, VAUGHN"
5009046,BB&T-OSWALD TRIPPE AND
5009047,BB&T-OSWALD TRIPPE AND
5009048,KUYKENDALL GARDNER LLC
5009049,INSURANCE BY KEN BROWN INC
5009050,"TEQUESTA AGENCY, INC."
5009051,BROWN & BROWN OF FL INC
5009052,"PLASTRIDGE AGENCY, INC."
5009053,"PLASTRIDGE AGENCY, INC."
5009054,"PLASTRIDGE AGENCY, INC."
5009055,"PLASTRIDGE AGENCY, INC."
5009056,"B W HELVENSTON & SONS, INC"
5009057,"BROWN & BROWN OF FLORIDA,"
5009058,BISSELL & ASSOC. INS. INC.
5009059,UNIVERSAL INS AGENCY SRVCS
5009060,UNIVERSAL INSURANCE AGENCY
5009061,THREE RIVERS INSURANCE OF
5009062,"MEL OTT INS. AGENCY, INC."
5009063,"BATES & HEWETT, INC."
5009064,SHOEMAKER INSURANCE INC.
5009065,CHILDERS INSURANCE AGENCY
5009066,GEORGE L. FREY INS AGENCY
5009067,"SIHLE INSURANCE GROUP, INC"
5009068,BB&T-OSWALD TRIPPE AND
5009069,BB&T INSURANCE SERVICES
5009070,INSURANCE OFFICE OF
5009071,"INSURAMERICA OF FLA., INC."
5009072,ALEXANDER INSURANCE AGENCY
5009073,THE CROWNE GROUP DBA
5009074,"FILER INSURANCE, INC."
5009075,SOUTHGATE INS. AGENCY OF
5009076,FIRST CHOICE INSURANCE
5009077,TOWNE CENTER INS. AGENCY
5009078,COTTON'S ALL LINES INS INC
5009079,"RUBICON INSURANCE, INC."
5009080,WELLS FARGO INS SERVICES
5009081,WALKER INSURANCE &
5009082,PRUETT-WILLIAMS INS AGENCY
5009083,BROWN & BROWNOF FL INC
5009084,NATION INSURANCE AGNCY INC
5009085,BROWN & BROWN OF FL INC
5009086,"NORTH FLA. AGENTS NETWORK,"
5009087,"D'AMICO & ASSOCIATES, INC."
5009088,FORT MYERS INS. AGENCY INC
5009089,FORT MYERS INS. AGENCY INC
5009090,"BOUCHARD INSURANCE, INC."
5009091,"BOUCHARD INSURANCE, INC."
5009092,"BOUCHARD INSURANCE, INC."
5009093,"LANE INSURANCE, INC."
5009094,"LANE INSURANCE, INC."
5009095,"EAST COAST INSURORS, INC."
5009096,"EAST COAST INSURORS, INC."
5009097,"EAST COAST INSURORS, INC."
5009098,ASHWORTH & SACHS INS.
5009099,AL MALINS INSURANCE
5009100,"GEORGE ROBERTS INS., INC."
5009101,"GEORGE ROBERTS INS., INC."
5009102,ROBERTS INS. OF KEYSTONE
5009104,MERRILL INSURANCE GRP INC
5009105,MERRILL INSURANCE GRP INC
5009106,"BURKEY RISK SERVICES, INC."
5009107,SAN OF TAMPA BAY INC.
5009108,BLACKADAR INSURANCE AGENCY
5009109,COMEGYS INS AGENCY INC
5009110,ABC INSURANCE OF TAMPA INC
5009111,"COMEGYS INS. AGENCY, INC."
5009113,TAMPA BAY INSURANCE
5009114,"EDGE & ASSOCIATES, INC."
5009115,"IDEAL INSURANCE, INC."
5009116,"IGEE, INC."
5009117,MOST INSURANCE AGENCY
5009118,C J NOEL INS. SERVICES INC
5009119,PRUITT INSURANCE AGENCY
5009120,NIA GROUP LLC - KORNREICH
5009121,BB&T INSURANCE SERV INC
5009122,"MITCHEL-NOEL, INC."
5009123,"WALDEN INS. NETWORK, INC."
5009124,KOPEC INSURANCE
5009125,BRIER GRIEVES AGENCY INC.
5009126,"INSURANCE SAVINGS, INC."
5009128,KURIT AND ABRAMS INSURANCE
5009130,WEBSTER INSURANCE AGENCY
5009131,WASSERMAN & WEXLER LLC
5009132,FIDELITY INSURANCE GROUP
5009133,INSURANCE MARKET INC
5009134,FLORIDA INSURANCE
5009135,BROWN & BROWN OF FL INC
5009136,HILB ROGAL & HOBBS OF FLA
5009137,BALDWIN KRYSTYN SHERMAN
5009138,SOPER PEREZ & ASSOC INC
5009139,FISHER BROWN INC
5009140,HOLLOMON INSURANCE AGENCY
5009141,NORTHSIDE INS AGENCY
5009142,EAST BAY INS AGENCY INC
5009143,RTI INSURANCE SERVICES OF
5009144,GREAT FLORIDA INSURANCE
5009145,FISHER BROWN INC
5009146,FISHER BROWN INC
5009147,FISHER BROWN INC
5009148,FISHER BROWN INC
5009149,FLORIDA CHARTERED
5009150,"CARSWELL INS. AGY, INC"
5009151,THE PAGE INSURANCE AGENCY
5009152,INSURANCE LAND INC
5009153,RICK CARROLL INS AGENCY
5009154,INSURANCE LAND INC
5009155,"FRANK H. FURMAN, INC"
5009156,BROWN & BROWN OF FL INC.
5009157,BERGER INS SERVICES INC
5009158,"HARDEN & ASSOCIATES, INC"
5009159,THREE RIVERS INSURANCE OF
5009160,FLORIDA CHARTERED INS GRP
5009161,AMERICAN PRIDE INS AGENCY
5009162,MARK BLANCHARD AGENCY INC
5009163,IROQUOIS SERVICES CORP
5009164,ROB OWEN INSURANCE INC
5009165,BB&T INS SERVICES LANDRUM
5009166,BB&T INS SERVICE INC/FL
5009167,HUB INT'L MIDWEST LTD
5009168,WELLS FARGO INSURANCE INC
5009169,BUTLER BUCKLEY DEETS INC
5009170,TIM RUST INSURANCE
5009171,ROBERT BLAKELEY INSURANCE
5009172,INSURANCE WAREHOUSES OF
5009173,BROOKE AGENCY SERVICES CO
5009174,TIME INSURANCE AGENCY INC
5009175,HULBERT INSURANCE AGENCY
5009176,CATON-HOSEY INSURANCE
5009177,BROOKE AGENCY SRV CO LLC
5009178,"BROWN & BROWN OF FLORIDA,"
5009179,NORTHSIDE INS AGENCY
5009180,INSURANCE GROUP OF CENTRAL
5009181,BROOKE AGENCY SRV CO LLC
5009182,"ROGERS, GUNTER, VAUGHN"
5009183,T.R. JONES & COMPANY
5009184,TOM JONES INSURANCE
5009185,"STONE CONSULTING SVS,INC."
5009186,"INSURANCE CENTER, INC."
5009187,"CBIZ INS SERVICES, INC"
5009188,NSI INS GROUP
5009190,"KEYES COVERAGE, INC."
5009191,WESTGATE-JONES INSURANCE
5009192,WESTGATE-JONES INSURANCE
5009193,WESTGATE-JONES INSURANCE
5009198,BURKEY RISK SERVICES INC
5009199,BURKEY RISK SERVICES INC
5009200,L.A. INSURANCE INC
5009201,INSURANCE OFFICE OF
5009202,INSURANCE OFFICE OF
5009203,USI INSURANCE SERVICES
5009204,WELLS FARGO INSURANCE INC
5009205,"OSWALD,TRIPPE, & CO., INC."
5009206,TAMPA BAY INS GROUP INC
5009207,ECONOMY INSURANCE MART OF
5009208,ECONOMY INSURANCE MART OF
5009209,"DICK, JOHNSON & JEFFERSON,"
5009210,FONTAINE INSURANCE GROUP
5009211,SOLACE INSURANCE LLC
5009212,PRITCHARDS & ASSOC. INC.
5009213,BROWN & BROWN OF FL INC
5009214,BROWN & BROWN OF FL INC
5009215,FULMER THOMPSON INSURANCE
5009216,THE HILB GROUP OF FL LLC
5009217,FIRST FLORIDA INSURANCE
5009218,ACCORD INS NETWORK OF PALM
5009219,ANCIENT CITY INSURANCE
5009220,BB&T INS SERV LANDRUM
5009221,KUYKENDALL GARDNER LLC
5009222,JMD ASSOCIATES LLC
5009223,THE TUCKER BARRATT AGENCY
5009224,BLYTHE INSURANCE
5009225,BRAD BURNS INSURANCE INC
5009226,NICEVILLE INS AGENCY INC
5009227,LARRY WHITE & ASSOCIATES
5009228,"DON NOTTINGHAM, INC."
5009229,JAMES F TULLIS & ASSOC INC
5009230,"TODD VANN INSURANCE, LLC"
5009231,ALLEN & SMITH INS INC
5009232,PABLO BEACH INS GROUP INC
5009233,SOUTHERN INSURANCE AGENCY
5009235,PATRONS INS AGENCY INC
5009236,MIZRAHI & GARRIS INSURANCE
5009237,JAMES F TULLIS & ASSOC INC
5009238,LEGON FINANCIAL SERVICES
5009239,STANDARD LINES BROKERAGE
5009240,"LOVINGER INSURANCE, INC."
5009241,INSU SERV OF CENTRAL FL
5009242,"VISIONARY INS. GROUP, INC."
5009243,MARSH USA INC
5009244,BEACHSIDE INS & FINANCIAL
5009245,RYAN WEAVER INSURANCE INC
5009246,INSURANCE PROFESSIONALS OF
5009247,"A & E INSURANCE GROUP, INC"
5009248,"ALL IN ONE INSURANCE, INC"
5009249,ALLIANCE INS & FINANCIAL
5009250,SHARZANNE ENTERPRISES
5009251,"P. FUDGE & ASSOCIATES, INC"
5009252,"STRATEGIC INS. SVCS, LLC"
5009253,AEL INSURANCE INC
5009254,ZIMBOUSKI INSURANCE AGENCY
5009255,ALBRITTON INS SERVICES LLC
5009256,"STATEWIDE INSURANCE, LLC"
5009257,"FLORIDA WEST INSURANCE,INC"
5009258,FERO & SONS INC
5009259,"BAUER & ASSOCIATES, INC."
5009260,"GRACEY-BACKER, INC."
5009261,SUNCARE INSURANCE OF
5009263,"GALLO INS. SERVICES, INC."
5009264,"SIHLE INSURANCE GROUP, INC"
5009265,"SIHLE INSURANCE GROUP, INC"
5009266,TAMPA BAY INS GROUP INC
5009267,INSURANCE SERV OF CENTRAL
5009268,INSURANCE AND RISK MGT
5009269,CELEDINAS INSURANCE GROUP
5009270,FIRST FLORIDA INSURANCE
5009271,"KEYSTONE INS. GROUP, INC."
5009272,INSURANCE OFFICE OF
5009273,TAMPA BAY INS GROUP INC
5009274,HARRY LEVINE INSURANCE
5009277,"HARRIS INS. SERVICES, INC."
5009278,ISLAND INDEPENDENT INS.
5009280,DUARTE INSURANCE AGENCY
5009281,HUB INTERNATIONAL MIDWEST
5009282,"M.C. BAEHR, INC"
5009283,DARR SCHACKOW INS AGCY LLC
5009284,DARR SCHACKOW INS AGCY LLC
5009285,JOHN M DARR INS AGCY INC
5009286,DARR SCHACKOW INS AGCY LLC
5009287,"FLORIDA INS. CENTER, INC."
5009288,DARR SCHACKOW INS AGCY LLC
5009289,"CGB INSURANCE, LLC"
5009290,INSURANCE OFFICE OF
5009291,INSURANCE OFFICE OF
5009292,"FLORIDA INS. CENTER, INC."
5009293,FLORIDA INSURANCE
5009294,SOUTH POINTE SERVICES
5009295,PURPOSE INSURANCE GROUP
5009296,INSURANCE OFFICE OF
5009297,"M E WILSON COMPANY, INC"
5009298,CONNELLY CARLISLE FIELDS
5009299,NRT INS AGENCY INC
5009300,"SIG AGENCY, LLC"
5009301,RYAN WEAVER INSURANCE INC
5009302,RYAN WEAVER INSURANCE INC
5009303,WEXLER WASSERMAN & ASSOC
5009304,CERTIFIED INS SERVICES LLC
5009306,RIEMER INSURANCE GROUP INC
5009307,RIEMER INSURANCE GROUP INC
5009308,"BROKERS INSURANCE, LLC"
5009309,DARR SCHACKOW INS AGCY LLC
5009310,KOCH INSURANCE AGENCY INC
5009311,"FLORIDA INS. CENTER, INC."
5009312,WEICHERT INS AGENCY INC
5009313,WEICHERT INS AGENCY INC
5009314,STAHL & ASSOCIATES
5009315,STAHL & ASSOCIATES
5009316,STAHL & ASSOCIATES
5009317,FUTURE INSURANCE AGENCY
5009318,MICHAEL J. MCLEAN AGENCY
5009319,USI INSURANCE SERVICES LLC
5009320,"BOYETT INS. AGENCY, INC."
5009321,STRATEGIC INS SVCS LLC
5009322,STRATEGIC INS SVCS LLC
5009323,AEL INSURANCE INC
5009325,ZIMBOUSKI INSURANCE AGENCY
5009326,ZIMBOUSKI INSURANCE AGENCY
5009327,ALBRITTON INS SERVICES LLC
5009329,"STATEWIDE INSURANCE, LLC"
5009331,"FLORIDA WEST INSURANCE,INC"
5009332,"FLORIDA WEST INSURANCE,INC"
5009333,RAMSGATE INS INC
5009334,RAMSGATE INS INC
5009335,"A&E INSURANCE GROUP, INC."
5009336,"A&E INSURANCE GROUP, INC."
5009337,ALL IN ONE INSURANCE INC
5009339,ALLIANCE INS & FINANCIAL
5009340,ALLIANCE INS & FINANCIAL
5009341,SHARZANNE ENTERPRISES
5009342,SHARZANNE ENTERPRISES
5009343,P. FUDGE & ASSOCIATES INC
5009345,"SWAFFORD INS. GROUP, INC."
5009346,FERO & SONS INC.
5009347,FERO & SONS INC.
5009348,BAUER & ASSOCIATES
5009349,BAUER & ASSOCIATES
5009350,"HARRIS INS. SERVICES, INC."
5009351,"HARRIS INS. SERVICES, INC."
5009352,MIZRAHI & GARRIS INSURANCE
5009354,DUARTE INSURANCE AGENCY
5009355,DUARTE INSURANCE AGENCY
5009356,"M.C. BAEHR, INC."
5009357,"M.C. BAEHR, INC."
5009358,GREGG MATCHTON CORP.
5009359,MCFADDEN INS. SERVICES INC
5009360,MOBERLY INS. SOLUTIONS
5009363,"KEYES COVERAGE, INC."
5009365,INSURANCE OFFICE OF
5009366,USI INSURANCE SERVICES
5009367,WELLS FARGO INS SERVICES
5009368,TOWN CENTER INSURANCE
5009369,BB&T-BURKEY RISK SERVICES
5009370,RAM INSURANCE SERVICES INC
5009371,"CYPRESS INS GROUP, INC."
5009372,FIRST FLORIDA INS. OF
5009373,"BROWN & BROWN OF FLORIDA,"
5009374,ZION INSURANCE GROUP
5009375,J. MILLER INSURANCE GROUP
5009376,"COLUCCI INSURANCE, INC."
5009377,"BROWN & BROWN OF FLORIDA,"
5009378,"BROWN & BROWN OF FLORIDA,"
5009379,MESSINA INSURANCE INC
5009380,BB&T-OSWALD TRIPPE AND
5009381,BB&T-OSWALD TRIPPE AND
5009382,"OSWALD, TRIPPE & CO., INC."
5009383,BB&T-OSWALD TRIPPE AND
5009384,BB&T-OSWALD TRIPPE AND
5009385,BB&T-OSWALD TRIPPE AND
5009386,BB&T-OSWALD TRIPPE AND
5009387,BB&T-OSWALD TRIPPE AND
5009388,BB&T INSURANCE SERVICES
5009389,FIRST CHOICE INSURANCE
5009391,PLI BROKERAGE
5009392,"JOHN SENA AGENCY, INC."
5009393,BROWN & BROWN OF FL INC
5009394,HUB INT'L MIDWEST LTD
5009395,DARR SCHACKOW INS AGCY LLC
5009396,SEIBERT INSURANCE AGENCY
5009397,"BROWN & BROWN OF FLORIDA,"
5009398,CAPLE HOWDEN INS AGENCY
5009399,"GOLDEN HERITAGE ADVISORS,"
5009400,WILLIS PERSONAL LINES LLC
5009401,WILLIS PERSONAL LINES LLC
5009402,WILLIS PERSONAL LINES LLC
5009403,WILLIS PERSONAL LINES LLC
5009404,WILLIS PERSONAL LINES LLC
5009405,WILLIS PERSONAL LINES LLC
5009406,WILLIS PERSONAL LINES LLC
5009407,WILLIS PERSONAL LINES LLC
5009408,WILLIS PERSONAL LINES LLC
5009409,WILLIS PERSONAL LINES LLC
5009410,WILLIS PERSONAL LINES LLC
5009411,SIHLE INSURANCE GROUP INC
5009412,HEACOCK INSURANCE GROUP
5009413,ACENTRIA INSURANCE
5009414,INSOURCE
5009415,BROWN & BROWN OF FL INC
5009417,NRT INS AGENCY INC
5009419,RISK AVOIDANCE MANAGERS
5009420,KOUWENHOVEN & ASSOC
5009421,COASTAL INSURORS INC
5009423,NATIONAL RISK & MGMT ASSOC
5009424,ATTORNEYS FIRST INSURANCE
5009425,THAXTON BARCLAY GROUP
5009426,HUB INTERNATIONAL MIDWEST
5009427,BALDWIN KRYSTYN SHERMAN
5009428,"WILSON, WASHBURN & FORSTER"
5009429,PREMIER QUALITY INS. CORP.
5009430,SOUTHEAST INSURANCE
5009431,BARFIELD INSURANCE &
5009432,PONTELL INS AND FINANCIAL
5009433,BROWN & BROWN OF FL INC
5009434,ALTER SURETY GROUP INC
5009435,BARFIELD INSURANCE &
5009436,BARFIELD INSURANCE &
5009437,BARFIELD INSURANCE &
5009438,BROWN & BROWN OF FL INC
5009439,"MCGRIFF INS SERVICES, INC"
5009440,FLORIDA INSURANCE
5009442,"COLLINSWORTH,ALTER,FOWLER"
5009443,"8 FLAGS INS. AGENCY, LLC"
5009444,FIRST FLORIDA INS. NETWORK
5009445,JOHN L. KIRBY & ASSOC.INC.
5009446,JOHN L. KIRBY & ASSOC.INC.
5009447,WILLIS PERSONAL LINES LLC
5009448,INTEGRATED INS SERVICES
5009449,WTW SOUTHEAST INC
5009450,WILLIS TOWERS WATSON
5009451,USI INSURANCE SERVICES LLC
5009452,WILLIS TOWERS WATSON
5009453,WILLIS OF FLORIDA INC
5009454,WTW SOUTHEAST INC
5009455,WILLIS TOWERS WATSON
5009456,SOCIUS INSURANCE SERV. INC
5009457,WEXLER INS AGENCY INC
5009458,BB&T INS SERVICES LANDRUM
5009459,ACENTRIA INSURANCE
5009460,STRICKLAND GENERAL AGENCY
5009461,BROWN & BROWN OF FLORIDA
5009462,"USI INSURANCE SERVICES,LLC"
5009464,BALDWIN KRYSTYN SHERMAN
5009465,SOCIUS INSURANCE SERV INC
5009466,BRICE INS AND ASSOC INC
5009467,"ADAMS INSURANCE, INC."
5009468,MAUREEN O'NEAL INSURANCE
5009469,FAIRCLOTH INSURANCE AGENCY
5009470,BILL YAWN INSURANCE AGENCY
5009471,BRICE INSURANCE AGENCY
5009472,RANDY STEFANELLI
5009473,"WEEKES & CALLAWAY, INC"
5009474,MAUREEN O'NEAL INSURANCE
5009475,BILL YAWN INSURANCE AGENCY
5009476,FAIRCLOTH INSURANCE AGENCY
5009477,"ADAMS INSURANCE, INC"
5009478,WINGET INSURANCE AGENCY
5009479,"DON WELLS INS AGENCY, INC"
5009480,RANDY STEFANELLI
5009481,BRICE INSURANCE AGENCY
5009484,HAMRICK INS OF TALLAHASSEE
5009491,BILL YAWN INSURANCE AGENCY
5009492,RANDY STEFANELLI
5009493,MEADE INSURANCE AGCY INC
5009494,DON WELLS INS AGENCY INC
5009495,DON WELLS INS AGENCY INC
5009496,WINGET INSURANCE AGENCY
5009497,WINGET INSURANCE AGENCY
5009499,MEADE INSURANCE AGCY INC
5009500,MEADE INSURANCE AGCY INC
5009501,UNKNOWN - Slapshot RI Fix
5009503,UNKNOWN - Slapshot RI Fix
5009504,UNKNOWN - Slapshot RI Fix
5009505,MAUREEN O'NEAL INSURANCE
5009506,HILL & COBB INS. AGENCY
5009507,HILL & COBB INS. AGENCY
5009508,"LYKES INSURANCE, INC."
5009509,LEGACY INSURANCE SOLUTIONS
5009510,FAIRCLOTH INSURANCE AGENCY
5009511,"PAT PELHAM INS AGENCY, INC"
5009512,"PAT PELHAM INS AGENCY, INC"
5009514,HILL & COBB INS AGENCY
5009515,SOPER PEREZ & ASSOC INC
5009516,FIRST BEACHES INSURANCE LL
5009517,SURETEGRITY
5009518,"MCGRIFF INS SERVICES, INC."
5009519,STAHL HERNDON & ASSOCIATES
5009520,REAL ESTATE SUPPORT
5009521,INSURANCE OFFICE OF
5009522,"NORTH FLA. AGENTS NETWORK,"
5009523,"SAN OF TAMPA BAY, INC."
5009524,"BROWN & BROWN OF FL, INC."
5009525,CONSTRUCTION UNDERWRITERS
5009526,PROFESSIONAL INSURANCE
5009527,"SIHLE INSURANCE GROUP, INC"
5009528,MATSON-CHARLTON SURETY
5009529,"CONDON-MEEK, INC."
5009530,ARTHUR J. GALLAGHER RISK
5009531,"BOWEN, MICLETTE & BRITT"
5009532,"AON RISK SERVICES CENTRAL,"
5009533,"JCJ INSURANCE AGENCY, LLC"
5009534,USI INSURANCE SERVICES
5009535,USI INSURANCE SERVICES LLC
5009536,USI INSURANCE SERVICES
5009537,USI INSURANCE SERVICES
5009538,USI INSURANCE SERVICES
5009539,USI INSURANCE SERVICES
5009540,CAL RISK MANAGEMENT
5009541,"JOHNSON & JOHNSON, INC."
5009542,RISK PLACEMENT SERVICES
5009543,"RT SPECIALTY, LLC"
5009544,"BASS UNDERWRITERS, INC."
5009545,WALLACE WELCH & WILLINGHAM
5009546,MORSTAN GENERAL AGENCY
5009547,MORSTAN GENERAL AGENCY
5009548,ARTHUR J. GALLAGHER RISK
5009549,CLOSSON INSURANCE AGENCY
5009550,COMMERCIAL INSURANCE
5009551,COMMERCIAL INSURANCE
5009552,"B&B PROTECTOR PLANS, INC."
5009553,RISK PLACEMENT SERVICES
5009554,USI INSURANCE SERVICES LLC
5009555,EAGLE AMERICAN INSURANCE
5009556,BROWN & BROWN OF FLORIDA
5009557,"AMERICAN GLOBAL, LLC"
5009558,NEWMAN CRANE & ASSOCIATES
5009559,NFP PROPERTY & CASUALTY
5009560,MARSH & MCLENNAN AGCY LLC
5009561,MARSH & MCLENNAN AGCY LLC
5009562,MARSH & MCLENNAN AGCY LLC
5009563,MARSH & MCLENNAN AGCY LLC
5009564,MARSH & MCLENNAN AGCY LLC
5009565,MARSH & MCLENNAN AGCY LLC
5009566,HYLANT GROUP INC
5009567,CORPORATE INS ADVISORS LLC
5009568,ARTHUR J. GALLAGHER RISK
5009569,COLLINSWORTH INS & RISK
5009570,RIEMER INSURANCE GROUP INC
5009571,RIEMER INSURANCE GROUP INC
5009572,HUB INTERNATIONAL MIDWEST
5009573,INNOVATIVE BONDING SVCS.
5009574,USI INSURANCE SERVICES
5009575,CRC INSURANCE SERVICES INC
5009576,THE WHITEHEAD AGENCY INC
5009577,ANOVA MARINE INSURANCE
5009578,HUB INTERNATIONAL MIDWEST
5009579,AL PURMORT INSURANCE
5009580,KYLE HENDERSON INC
5009581,ASSUREDPARTNERS OF FLORIDA
5009582,JENCAP INSURANCE SERVICES
5009583,ACENTRIA INSURANCE
5009584,BALDWIN KRYSTYN SHERMAN
5009585,BALDWIN KRYSTYN SHERMAN
5009586,BALDWIN KRYSTYN SHERMAN
5009587,THE VILLAGES INSURANCE
5009588,INSURANCE OFFICE OF
5009589,USI INSURANCE SERVICES LLC
5009590,SIRIX GROUP LLC DBA
5009591,"ACRISURE, LLC"
5009592,APPALACHIAN UNDERWRITERS
5009593,STERLING SEACREST
5009594,ALL RISKS LTD - FLORIDA
5009595,HUB INTERNATIONAL MIDWEST
5009596,"HULL & COMPANY, LLC"
5009597,COTHROM LLC DBA COTHROM
5009598,BROWN & BROWN CTRL COAST
5009599,ASSUREDPARTNERS OF FLORIDA
5009600,AGENCY MARKETING SERVICES
5009601,ALL-SOUTH PROFESSIONAL
5009602,FOUNDATION RISK PARTNERS
5009603,ASSUREDPARTNERS OF FLORIDA
5009604,FOUNDERS PROFESSIONAL
5009605,LASSITER-WARE INC
5009606,INSOURCE
5009608,ALLIANT INSURANCE SERVICES
5009609,NIELSON GROUP HOLDINGS
5009610,RRL INSURANCE AGENCY
5009611,AMWINS BROKERAGE OF FL
5009612,BROWN & RIDING INSURANCE
5009613,BURNS & WILCOX LTD
5009614,CRC INSURANCE SERVICES INC
5009615,RSG SPCIALTY LLC
5009616,USG INSURANCE SERVICES OF
5009617,RSG SPECIALTY LLC
5009618,ACENTRIA INSURANCE
5009629,UNKNOWN - Slapshot RI Fix
5009700,ALLMERICA INSURANCE AGENCY
5009701,ALLMERICA INSURANCE AGENCY
5033333,JACKSONVILLE BRANCH OFFICE
5100000,VALLEY FORGE BRANCH OFFICE
5100001,MARYLAND BRANCH OFFICE
5100016,ASHMEAD INS ASSOC INC
5100019,FREDERICK W. BROUSE
5100039,STEPHAN AGENCY
5100057,UNKNOWN - Slapshot RI Fix
5100100,CITY INSURANCE AGENCY
5100151,THE DILKS AGENCY INC
5100361,GREENWALD-BERK AGENCY
5100372,"SHORE AGENCY, INC."
5100410,STOCKWELL-HARMER INS. AGCY
5100429,JOSEPH A. MCGRATH INS AGCY
5100557,CHARLES V. TONER & SON
5100621,"MESCHTER INS GROUP, INC."
5100644,BIONDI INSURANCE AGCY
5100668,LOUIS MONACO JR/ANN MONACO
5100692,BRACKEN AGCY INC
5101001,FRANTZ & BENJAMIN INS AGCY
5101005,ALLIANT INS SERVICES INC
5101006,HENRY A. BREITHAUPT AGCY
5101298,STUBBLEBINE ASSOC. INC.
5101501,FIRST INSURANCE SERVICES
5101506,DIVERSIFIED INSURANCE
5101507,GORGES & COMPANY INC
5101510,GRIFFITH-ALLIED RISK
5101513,HUB INTL MID-ATLANTIC INC
5101523,HUB INTL MID-ATLANTIC INC
5101531,"ARMFIELD, HARRISON &"
5101532,UNKNOWN - Slapshot RI Fix
5101547,ALERA GROUP INC
5101573,"ARMFIELD, HARRISON &"
5101578,ENI INSURANCE SERVICES LLC
5101582,ENI INSURANCE SERVICES LLC
5101583,ENI INSURANCE SERVICES LLC
5101805,"GABRIELSON, WILLIAM A. III"
5101821,"GANT, MYERS & GILLIS INS."
5101822,"MESCHTER INS. GROUP, INC."
5101826,THOMAS P. MCGINNIS
5101835,THE REINARD AGCY
5101842,B. SMARKOLA
5101865,JOSEPH B. KIRK & SONS
5101868,"M&T INSURANCE AGENCY, INC."
5101880,THE REINARD AGCY
5101890,J.C. TAYLOR CO INC
5101894,KELLY FAIR INC
5101897,BOYARIN HOURIGAN BLUNDELL
5101900,USI INSURANCE SERVICES LLC
5101902,WILLIAM GARDNER
5101908,"TAYLOR & OCHROCH, INC."
5101929,"WILLIAM J. KEATON, CLU"
5101931,HESS EGAN HAGERTY
5101932,"PAUL HERTEL AND CO, INC."
5101933,KOEHLER INS AGENCY INC
5101934,JOSEPH J. GALLAGHER INS
5101938,BIONDI INSURANCE AGCY
5101940,"JAMES B. JOHNSTON, INC."
5101941,WILLIAM F. DEFRATES
5101944,ADLEN-O'BRIEN INS AGENCY
5101945,CETTEI & CONNELL INC
5101946,LEN ECKMAN INC
5101947,"UNIVEST INSURANCE, INC."
5101949,"THE MADARA COMPANY, INC."
5101951,CENTENNIAL SURETY ASSOC IN
5101952,ALLIANT INS SERVICES INC
5101953,MCCAY CORPORATION
5101955,"STORRIE,BUDD & JONES AGCY."
5101957,DICKSON INS AGCY INC
5101958,HARE & CHASE CORP.
5101959,KAUFMANN-WIMBERG AGCY INC
5101960,"KAUFMANN-WIMBERG AGCY,INC."
5101961,J.S. BRADDOCK AGCY
5101962,WOODEN INS/BARCLAY GROUP
5101963,"THE PROTECTOR AGENCY, INC."
5101964,JOSEPH A MCGRATH INSURANCE
5101965,SAMUEL P. MARTIN INS.
5101966,RETTINO INS AGCY INC
5101969,EDGEWOOD ASSOCIATES INC
5101971,MONTGOMERY INSURANCE
5101975,"STEELY & SMITH, INC."
5101977,"GANT INS. AGCY, INC."
5101979,USI INSURANCE SERVICES LLC
5101982,"GALLAGHER ASSOC., INC."
5101983,REAGAN SCHUYLER  INC.
5101985,"HAAS AND WILKERSON, INC."
5101989,EVANS-HAUSEMAN & RICHARD
5102006,MARKEE-BLACK AGENCY INC
5102008,"DAVIS-TRACHTENBERG, INC."
5102011,"C.A. WORTHINGTON INS., INC"
5102012,ROSS INS AGCY
5102015,"CAREY-STEPHAN-MASSI, INC."
5102016,J.S. BRADDOCK AGCY
5102018,BOYARIN HOURIGAN BLUNDELL
5102020,"LOUIS GREENBERG, INC"
5102021,"SCIARRA INS. AGENCY, INC."
5102022,MALLOY-BELL INC
5102027,"MAIN AMERICA, INC."
5102028,"COMMERCE BANK/SHORE N.A.,"
5102035,MCCAY CORPORATION
5102036,"PAUL HERTEL AND CO, INC."
5102038,JOE AULETTA AGENCY
5102039,JAMES PETER HENDERSON
5102044,"HERITAGE AGENCY, INC."
5102047,"CONTRACTORS INS. AGCY, INC"
5102048,A.F. SANDY T/A
5102049,SIDNEY SACKS AGENCY
5102052,AUSTIN R. MORRIS ASSOC.
5102053,PENN COMMUNITY INSURANCE
5102054,GENTZLER & SMITH ASSOC.INC
5102055,"VANDINE'S INS SHOPPE, INC."
5102057,GIANCOLA AND FOLINO
5102059,RHODES FINANCIAL SERVICES
5102061,WELLS FARGO INS SERVICES
5102062,"STINE DAVIS AND PECK, INC"
5102068,"MILLER & CORNELL, INC."
5102069,ARBOR INSURANCE GROUP
5102070,BRADFORD & PERRYMORE
5102071,ARBOR INSURANCE GROUP
5102073,ARBOR INSURANCE GROUP
5102074,ARBOR INSURANCE GROUP
5102075,ARBOR INSURANCE GROUP
